checked,is_technic,is_electric,is_train,set_num,name,year,theme_id,num_parts,comment
1,1,1,0,9748-1,Droid Developer Kit,1999,261,658,//////!!!!!!Classic MicroScout Adafruit
1,1,1,0,9750-1,LEGO Interface,1986,532,4,//////!!!!!!Birth of the API or App Interface (Rebirth?)
1,1,1,0,9751-1,Control Lab Serial Interface & Adapter,1995,530,2,///!!!Controls
1,1,1,0,9752-1,Technic Control Center II,1996,532,15,///!!!Controls
1,1,1,0,9753-1,Technic Control Center,1993,532,15,///!!!Controls
1,1,1,0,9754-1,Dark Side Developer Kit,2000,261,578,///!!!MicroScout
1,1,1,0,9755-1,Temperature Sensor,1999,260,1,///!!!Rare!!!
1,1,1,0,9756-1,Rotation Sensor,1999,260,1,///!!!
1,1,1,0,9757-1,Touch Sensor with Cable,1999,260,2,///!!!
1,1,1,0,9758-1,Light Sensor 9V,1999,260,1,///!!!
1,1,1,0,9771-1,Interface Card and Cable for TC Logo - IBM compatible,1989,532,3,///!!!Rare!!!
1,1,1,0,9776-1,Pneumatic Circuit,1999,525,4,//Pneumatic
1,1,1,0,9780-1,ROBOLAB Starter Building Set,1998,520,1712,///!!!
1,1,1,0,9783-1,Infrared Transmitter with USB Cable,2001,520,1,
1,1,1,0,9785-1,Robo Technology Set [Serial Cable],2003,507,220,///!!!
1,1,1,0,9786-1,Robo Technology Set [USB Cable],2003,507,221,///!!!
1,1,1,0,9788-1,Mission Mars Challenge Kit,2003,398,1209,///!!!
1,1,1,0,9790-1,ROBOLAB Team Challenge Set (Serial),1999,520,727,///!!!
1,1,1,0,9793-1,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],2002,520,834,///!!!
1,1,1,0,9794-1,ROBOLAB Team Challenge Set Version 2.5 [USB],2003,507,832,///!!!
1,1,1,0,9795-1,ROBOLAB Intelligent House Building Set,2001,520,164,///!!!
1,1,1,0,9797-1,Mindstorms Education NXT Base Set,2006,519,442,///!!!
1,1,1,0,9797-2,Mindstorms Education NXT Base Set,2013,519,491,///!!!
1,1,1,0,979760-1,Mars Exploration,2003,518,810,///!!!
1,1,1,0,9798-1,NXT Rechargeable Battery,2006,259,1,///!!!
1,1,1,0,9799-1,Sensor Adaptor for Mindstorms NXT to Vernier,2008,259,1,///!!!Rare!!!Pi now has Ethernet
1,1,1,0,9831-1,Battery Box with Switch - 9v,1995,525,1,///[INFO]: Lower Power Options Are Available
1,1,1,0,9833-1,AC Adapter 230V - 10V Transformer,1996,259,1,///[WARN]: High Voltage
1,1,1,0,9833-2,"AC Adapter, 120V - 10V Transformer",1996,259,1,///[WARN]: High Voltage
1,1,1,0,9833-3,AC Adapter 230V - 10V Transformer Type G Plug (British),2006,259,1,///[WARN]: High Voltage
1,1,1,0,9841-1,NXT Intelligent Brick,2006,259,1,///!!!Legendary!!!
1,1,1,0,9842-1,NXT Servo Motor,2006,259,1,///!!!
1,1,1,0,9843-1,NXT Touch Sensor,2006,259,1,///!!!
1,1,1,0,9844-1,NXT Light Sensor,2006,259,1,///!!!
1,1,1,0,9845-1,NXT Sound Sensor,2006,259,1,///!!!
1,1,1,0,9846-1,NXT Ultrasonic Sensor,2006,259,1,///!!!
1,1,1,0,9849-1,9V Micromotor,1995,525,4,///!!!
1,1,1,0,9859-1,Technic Motor 4.5 Volt,1992,525,1,///!!!
1,1,1,0,9860-1,Battery Box (4.5 Volt),1992,525,1,///!!!
1,1,1,0,9861-1,Connecting Leads,1992,525,8,
1,1,1,0,9865-1,Optosensor,1992,507,2,
1,1,1,0,9867-1,Touch Sensor,1992,525,1,
1,1,1,0,9868-1,Plugholders and Leads,1992,525,42,
1,1,1,0,9883-1,Motor - 9v,1995,525,1,
1,1,1,0,9885-1,Sound Element - 9v,1995,525,1,///!!!
1,1,1,0,9888-1,Touch Sensor,2002,530,1,
1,1,1,0,9889-1,Temperature Sensor,1995,530,1,///!!!
1,1,1,0,9890-1,Light Sensor,1995,530,1,
1,1,1,0,9891-1,Angle Sensor,1995,530,1,
1,1,1,0,98959-1,Motor,1977,4,40,
1,1,1,0,9897-1,9-Volt Connecting Leads,1998,507,3,
1,1,1,0,9898-1,9-Volt Long Connecting Leads,1996,525,2,
1,1,1,0,9911-1,9-Volt Touch Sensor and Leads,2004,260,3,
1,1,1,0,991118-1,3M Connecting Lead (Set of 2),2002,524,2,
1,1,1,0,9912-1,LEGO Solar Cell,1999,507,1,///!!!Rare!!!
1,1,1,0,991526-1,Homeschool Introduction to Simple and Motorized Mechanisms Pack,2009,529,1,
1,1,1,0,9916-1,Electrical Capacitor,1999,531,1,///[WARN]: Capacitor!!!
1,1,1,0,991751-1,MINDSTORMS Energy Parts Pack,2012,525,46,///!!!
1,1,1,0,D100340-1,LogIT Sensor Adapter,2010,259,1,///!!!Legendary!!!
1,1,1,0,iFountain-1,iFountain (Lego / Coca-Cola Employee Exclusive),2001,301,331,///!!!
1,1,1,0,K3801-1,RIS 2.0 Builders Kit,2003,260,0,///!!!
1,1,1,1,K8882-1,Power Functions Train Accessories Pack,2009,438,0,//////!!!!!!
1,1,1,0,K9833-1,Rechargeable Battery Set,2007,259,0,
1,1,1,0,K9833-2,Rechargeable Battery Set (AC Adapter 230V - 10V Transformer),2006,259,0,
1,1,1,0,K9916-1,Robotics Invention System Kit,2003,260,0,///!!!
1,1,1,0,KABROBO-1,Kabaya RoboRiders 4-Pack,2000,16,0,///!!!
1,1,1,0,KB565-1,RIS 2.0 Basics Kit,2004,260,1,//Microsoft KB00000235
1,1,1,1,KT103-1,Large Train Engine Blue,2001,236,0,
1,1,1,1,KT104-1,Large Train Engine Green,2001,236,0,
1,1,1,1,KT105-1,Large Train Engine Black,2001,236,0,
1,1,1,1,KT106-1,Large Train Engine Brown,2001,236,0,
1,1,1,1,KT107-1,Large Train Engine Gray,2001,236,0,
1,1,1,1,KT203-1,Large Train Engine with Tender Blue,2001,236,0,
1,1,1,1,KT204-1,Large Train Engine with Tender Green,2001,236,0,
1,1,1,1,KT205-1,Large Train Engine with Tender Black,2001,236,0,
1,1,1,1,KT206-1,Large Train Engine with Tender Brown,2001,236,0,
1,1,1,1,KT207-1,Large Train Engine with Tender Gray,2001,236,0,
1,1,1,1,KT303-1,Small Train Engine Blue,2001,236,0,
1,1,1,1,KT304-1,Small Train Engine Green,2001,236,0,
1,1,1,1,KT305-1,Small Train Engine Black,2001,236,0,
1,1,1,1,KT306-1,Small Train Engine Brown,2001,236,0,
1,1,1,1,KT307-1,Small Train Engine Gray,2001,236,0,
1,1,1,1,KT403-1,Small Train Engine with Tender Blue,2001,236,0,
1,1,1,1,KT404-1,Small Train Engine with Tender Green,2001,236,0,
1,1,1,1,KT405-1,Small Train Engine with Tender Black,2001,236,0,
1,1,1,1,KT406-1,Small Train Engine with Tender Brown,2001,236,0,
1,1,1,1,KT407-1,Small Train Engine with Tender Gray,2001,236,0,
1,1,1,1,KTR01-1,Classic Train Kit,2001,236,0,
1,1,1,1,KTR02-1,Large Classic Train Kit,2001,236,0,
1,1,1,1,KTR04-1,Large Classic Train Kit with Speed Regulator,2003,236,0,
1,1,1,0,MLN09-1,My LEGO Network Promo,2009,598,3,//Welcome to Discord
1,1,1,0,MS1032-1,Infrared Receiver Sensor for Mindstorms NXT,2010,259,1,///!!!
1,1,1,0,MS1034-1,Compass Sensor for Mindstorms NXT,2006,259,1,///!!!
1,1,1,0,MS1038-1,Color Sensor for Mindstorms NXT,2006,259,1,///!!!
1,1,1,0,MS1040-1,Accelerometer Sensor for Mindstorms NXT,2007,259,1,///!!!
1,1,1,0,MS1042-1,Infrared Seeker for Mindstorms NXT (Version 1),2007,259,1,///!!!
1,1,1,0,MS1044-1,Gyroscopic Sensor for Mindstorms NXT,2007,259,1,///!!!
1,1,1,0,MS1046-1,Infrared Link Sensor for Mindstorms NXT,2007,259,1,///!!!
1,1,1,0,MS1048-1,Mindstorms RF ID Sensor,2008,259,3,///!!!
1,1,1,0,MS1049-1,Mindstorms Keyfob Transponder,2008,259,10,///!!!
1,1,1,0,MS1060-1,Mindstorms NXT Touch Sensor Multiplexer,2009,259,0,//////!!!!!!
